ni;REGIONAL;MUNICIPIO;ESCOLA
33026386;BAIXADAS LITORANEAS;ARARUAMA;CIEP 253 GUIMARÃES ROSA
33026394;BAIXADAS LITORANEAS;ARARUAMA;CIEP 460 THIOPHYLA BRAGANCA
33026408;BAIXADAS LITORANEAS;ARARUAMA;CIEP 148 PROFESSOR CARLOS ELIO VOGAS DA SILVA
33026432;BAIXADAS LITORANEAS;ARARUAMA;CE EDMUNDO SILVA
33026440;BAIXADAS LITORANEAS;ARARUAMA;CE PROFESSORA CLARICE COELHO MOREIRA CALDAS
33026726;BAIXADAS LITORANEAS;ARARUAMA;CE PROFESSOR FONSECA
33026734;BAIXADAS LITORANEAS;ARARUAMA;CE ANTONIO PINTO DE MORAES
33026874;BAIXADAS LITORANEAS;ARARUAMA;CIEP 384 GONCALVES DIAS
33183759;BAIXADAS LITORANEAS;ARARUAMA;CE SARGENTO PM ANTONIO CARLOS OLIVEIRA DE MOURA
33027820;BAIXADAS LITORANEAS;ARMAÇÃO DOS BÚZIOS;CE JOAO DE OLIVEIRA BOTAS
33027102;BAIXADAS LITORANEAS;ARRAIAL DO CABO;CE VINTE DE JULHO
33027137;BAIXADAS LITORANEAS;ARRAIAL DO CABO;CE ALMIRANTE FREDERICO VILLAR
33027285;BAIXADAS LITORANEAS;CABO FRIO;CIEP 458 HERMES BARCELOS
33027307;BAIXADAS LITORANEAS;CABO FRIO;CIEP 193 WILSON MENDES
33027315;BAIXADAS LITORANEAS;CABO FRIO;CE PROFESSOR RENATO AZEVEDO
33027323;BAIXADAS LITORANEAS;CABO FRIO;CE MIGUEL COUTO
33027420;BAIXADAS LITORANEAS;CABO FRIO;EE ASPINO ROCHA
33027439;BAIXADAS LITORANEAS;CABO FRIO;CE PRAIA DO SIQUEIRA
33027447;BAIXADAS LITORANEAS;CABO FRIO;CE PROFESSOR CORDELINO TEIXEIRA PAULO
33027455;BAIXADAS LITORANEAS;CABO FRIO;IE PROFESSORA ISMAR GOMES DE AZEVEDO
33093687;BAIXADAS LITORANEAS;CABO FRIO;CIEP 357 JOSE DE DOME
33093709;BAIXADAS LITORANEAS;CABO FRIO;CIEP 331 LYSIA BERNARDES
33028583;BAIXADAS LITORANEAS;IGUABA GRANDE;CIEP 457 DOUTOR JOSÉ ELIAS MELLO DOS SANTOS
33028605;BAIXADAS LITORANEAS;IGUABA GRANDE;CE DOUTOR FRANCISCO DE PAULA PARANHOS
33053910;BAIXADAS LITORANEAS;MARICÁ;CE ELISIARIO MATTA
33053952;BAIXADAS LITORANEAS;MARICÁ;CE DOMICIO DA GAMA
33053995;BAIXADAS LITORANEAS;MARICÁ;CE PROFESSORA CACILDA SILVA
33054177;BAIXADAS LITORANEAS;MARICÁ;CE DOUTOR JOAO GOMES DE MATTOS SOBRINHO
33054185;BAIXADAS LITORANEAS;MARICÁ;CE CAIO FRANCISCO DE FIGUEIREDO
33054215;BAIXADAS LITORANEAS;MARICÁ;CE EUCLYDES PAULO DA SILVA
33054339;BAIXADAS LITORANEAS;MARICÁ;CE FRANCISCO JOSE DO NASCIMENTO
33096929;BAIXADAS LITORANEAS;MARICÁ;CIEP 391 PROFESSOR ROBSON MENDONCA LOU
33102414;BAIXADAS LITORANEAS;MARICÁ;CIEP 259 PROFESSORA MARIA DO AMPARO RANGEL DE SOUZA
33183562;BAIXADAS LITORANEAS;MARICÁ;CE PROFESSOR DARCY RIBEIRO
33055467;BAIXADAS LITORANEAS;NITERÓI;CIEP 251 DONA MARIA PORTUGAL - BRASIL-PARAGUAI
33055610;BAIXADAS LITORANEAS;NITERÓI;CE AURELINO LEAL
33055629;BAIXADAS LITORANEAS;NITERÓI;CE BALTAZAR BERNARDINO
33055637;BAIXADAS LITORANEAS;NITERÓI;CE BRIGADEIRO CASTRIOTO - BRASIL-ESPANHA
33055645;BAIXADAS LITORANEAS;NITERÓI;CE CIZINIO SOARES PINTO
33055653;BAIXADAS LITORANEAS;NITERÓI;CE CONSELHEIRO MACEDO SOARES
33055661;BAIXADAS LITORANEAS;NITERÓI;CE DOUTOR LUCIANO PESTRE
33055670;BAIXADAS LITORANEAS;NITERÓI;CE FERNANDO MAGALHAES
33055696;BAIXADAS LITORANEAS;NITERÓI;CE GUILHERME BRIGGS - BRASIL-ESPANHA
33055700;BAIXADAS LITORANEAS;NITERÓI;CE HILARIO RIBEIRO
33055726;BAIXADAS LITORANEAS;NITERÓI;CE JOAQUIM TAVORA
33055734;BAIXADAS LITORANEAS;NITERÓI;CE MACHADO DE ASSIS
33055742;BAIXADAS LITORANEAS;NITERÓI;CE MULLULO DA VEIGA
33055750;BAIXADAS LITORANEAS;NITERÓI;CE PAULO ASSIS RIBEIRO
33055769;BAIXADAS LITORANEAS;NITERÓI;CE RAUL VIDAL
33055785;BAIXADAS LITORANEAS;NITERÓI;CE ZULEIKA RAPOSO VALLADARES
33056358;BAIXADAS LITORANEAS;NITERÓI;CE CONSELHEIRO JOSINO
33056390;BAIXADAS LITORANEAS;NITERÓI;EE DOUTOR MEMORIA
33056404;BAIXADAS LITORANEAS;NITERÓI;CE DUQUE DE CAXIAS
33056420;BAIXADAS LITORANEAS;NITERÓI;EEEE ANNE SULLIVAN
33056439;BAIXADAS LITORANEAS;NITERÓI;CE EMBAIXADOR RAUL FERNANDES
33056471;BAIXADAS LITORANEAS;NITERÓI;CE JOSE BONIFACIO
33056480;BAIXADAS LITORANEAS;NITERÓI;CE LEOPOLDO FROES
33056498;BAIXADAS LITORANEAS;NITERÓI;CE MANUEL DE ABREU
33056501;BAIXADAS LITORANEAS;NITERÓI;CE MARIA PEREIRA DAS NEVES
33056510;BAIXADAS LITORANEAS;NITERÓI;CE MENEZES VIEIRA
33056560;BAIXADAS LITORANEAS;NITERÓI;CE PINTO LIMA
33056579;BAIXADAS LITORANEAS;NITERÓI;EE PROFESSOR ALVARO CAETANO DE OLIVEIRA
33056595;BAIXADAS LITORANEAS;NITERÓI;EE SAO DOMINGOS SAVIO
33057117;BAIXADAS LITORANEAS;NITERÓI;IE PROFESSOR ISMAEL COUTINHO
33057508;BAIXADAS LITORANEAS;NITERÓI;LICEU NILO PECANHA
33057702;BAIXADAS LITORANEAS;NITERÓI;CE PROFESSORA ALCINA RODRIGUES DE LIMA
33057737;BAIXADAS LITORANEAS;NITERÓI;CE ALMIRANTE TAMANDARE
33057745;BAIXADAS LITORANEAS;NITERÓI;CE DOUTOR SOUZA SOARES
33096805;BAIXADAS LITORANEAS;NITERÓI;CIEP 449 GOVERNADOR LEONEL DE MOURA BRIZOLA BRASIL FRANCA
33102490;BAIXADAS LITORANEAS;NITERÓI;CIEP 450 DI CAVALCANTI
33102503;BAIXADAS LITORANEAS;NITERÓI;CE DAVID CAPISTRANO
33102520;BAIXADAS LITORANEAS;NITERÓI;CIEP 307 DJANIRA
33108579;BAIXADAS LITORANEAS;NITERÓI;CIEP 448 RUY FRAZAO SOARES
33172919;BAIXADAS LITORANEAS;NITERÓI;CE MATEMATICO JOAQUIM GOMES DE SOUSA - INTER-CULTURAL BRASIL-CHINA
33044325;BAIXADAS LITORANEAS;RIO BONITO;CE JOSE MATOSO MAIA FORTE
33044333;BAIXADAS LITORANEAS;RIO BONITO;CE DESEMBARGADOR JOSE AUGUSTO COELHO ROCHA JUNIOR
33044368;BAIXADAS LITORANEAS;RIO BONITO;CE ANTONIO LOPES DE CAMPOS FILHO
33044384;BAIXADAS LITORANEAS;RIO BONITO;CE BARAO DO RIO BRANCO
33044473;BAIXADAS LITORANEAS;RIO BONITO;CE PROFESSOR DYRCEU RODRIGUES DA COSTA
33044708;BAIXADAS LITORANEAS;RIO BONITO;CE BERNARDINO DA COSTA LOPES
33091412;BAIXADAS LITORANEAS;RIO BONITO;CE CABO PM RAPHAEL DE OLIVEIRA MONTEIRO
33028087;BAIXADAS LITORANEAS;SÃO PEDRO DA ALDEIA;CIEP 262 CURVELINA DIAS CURVELLO
33028095;BAIXADAS LITORANEAS;SÃO PEDRO DA ALDEIA;CIEP 272 GABRIEL JOAQUIM DOS SANTOS
33028109;BAIXADAS LITORANEAS;SÃO PEDRO DA ALDEIA;CIEP 146 PROFESSOR CORDELINO TEIXEIRA PAULO
33028125;BAIXADAS LITORANEAS;SÃO PEDRO DA ALDEIA;CE ALMIRANTE TAMANDARE
33028133;BAIXADAS LITORANEAS;SÃO PEDRO DA ALDEIA;CE DOUTOR FELICIANO SODRE
33028192;BAIXADAS LITORANEAS;SÃO PEDRO DA ALDEIA;CE JOSE RASCAO
33028540;BAIXADAS LITORANEAS;SÃO PEDRO DA ALDEIA;CE NOBU YAMAGATA
33028702;BAIXADAS LITORANEAS;SAQUAREMA;CIEP 372 PAULO LEMINSKY
33028729;BAIXADAS LITORANEAS;SAQUAREMA;CE OSCAR DE MACEDO SOARES
33028958;BAIXADAS LITORANEAS;SAQUAREMA;CE OLIVEIRA VIANA
33028974;BAIXADAS LITORANEAS;SAQUAREMA;CE RIO DE AREIA
33029164;BAIXADAS LITORANEAS;SAQUAREMA;CE DUCLER LAUREANO MATOS
33104204;BAIXADAS LITORANEAS;SAQUAREMA;CIEP 258 ASTROGILDO PEREIRA
33558221;BAIXADAS LITORANEAS;SAQUAREMA;CE ISMENIA DE BARROS BARROSO
33034273;CENTRO SUL;BARRA DO PIRAÍ;CIEP 287 ANGELINA TEIXEIRA NETTO SYM
33034311;CENTRO SUL;BARRA DO PIRAÍ;CE BARAO DO RIO BONITO
33034320;CENTRO SUL;BARRA DO PIRAÍ;CE NILO PECANHA
33034443;CENTRO SUL;BARRA DO PIRAÍ;CE DOUTOR ALVARO ROCHA
33034494;CENTRO SUL;BARRA DO PIRAÍ;CE JOAQUIM DE MACEDO
33034508;CENTRO SUL;BARRA DO PIRAÍ;CE SENADOR PAULO FERNANDES
33034516;CENTRO SUL;BARRA DO PIRAÍ;EE PADRE ANTONIO PINTO
33034540;CENTRO SUL;BARRA DO PIRAÍ;CE PROFESSOR JOSE ANTONIO MAIA VINAGRE
33034869;CENTRO SUL;BARRA DO PIRAÍ;CE PROFESSOR ADELINO TERRA
33094420;CENTRO SUL;BARRA DO PIRAÍ;CIEP 286 MURILO PORTUGAL
33098573;CENTRO SUL;BARRA DO PIRAÍ;CIEP 310 PROFESSORA ALICE AIEX
33038040;CENTRO SUL;ENGENHEIRO PAULO DE FRONTIN;CE JOAO KOPKE
33038180;CENTRO SUL;ENGENHEIRO PAULO DE FRONTIN;CE SACRA FAMILIA DO TINGUA
33038228;CENTRO SUL;MENDES;CE PROFESSOR ARAGAO GOMES
33038260;CENTRO SUL;MENDES;CE DOUTOR JOAO NERY
33038473;CENTRO SUL;MIGUEL PEREIRA;CE DOUTOR ANTONIO FERNANDES
33038589;CENTRO SUL;MIGUEL PEREIRA;CE VERA CRUZ
33038724;CENTRO SUL;MIGUEL PEREIRA;CE CARMEM DE LUCA ANDREIOLO
33038791;CENTRO SUL;MIGUEL PEREIRA;CE ALVARO ALVIM
33094098;CENTRO SUL;MIGUEL PEREIRA;CIEP 494 ALEXANDRE CARVALHO CÍVICO MILITAR
33038872;CENTRO SUL;PARACAMBI;CIEP 500 ANTONIO BOTELHO
33038880;CENTRO SUL;PARACAMBI;CIEP 152 GARRINCHA ALEGRIA DO POVO
33038929;CENTRO SUL;PARACAMBI;CE PRESIDENTE RODRIGUES ALVES
33017093;CENTRO SUL;PARAÍBA DO SUL;CE MARIA ZULMIRA TORRES
33017107;CENTRO SUL;PARAÍBA DO SUL;CE MONSENHOR FRANCISCO
33017492;CENTRO SUL;PARAÍBA DO SUL;CE LIONS CLUBE DE PARAIBA DO SUL
33017522;CENTRO SUL;PARAÍBA DO SUL;CE BEZERRA DE MENEZES
33017646;CENTRO SUL;PARAÍBA DO SUL;CE BARAO DE PALMEIRAS
33039186;CENTRO SUL;PATY DO ALFERES;CE EDMUNDO PERALTA BERNARDES
33039402;CENTRO SUL;PATY DO ALFERES;CE RIBEIRO DE AVELAR
33103771;CENTRO SUL;PATY DO ALFERES;CIEP 278 JOAQUIM OSORIO DUQUE ESTRADA
33035059;CENTRO SUL;RIO DAS FLORES;CIEP 298 MANUEL DUARTE
33035334;CENTRO SUL;RIO DAS FLORES;CE NEPHTALINA CARVALHO AVILA
33035407;CENTRO SUL;VALENÇA;CIA MONSENHOR TOMÁS TEJERINA DE PRADO
33035458;CENTRO SUL;VALENÇA;CE JOSE FONSECA
33035466;CENTRO SUL;VALENÇA;CE THEODORICO FONSECA
33035628;CENTRO SUL;VALENÇA;CE ALMIRANTE RODRIGUES SILVA
33035644;CENTRO SUL;VALENÇA;CE CORONEL BENJAMIN GUIMARAES
33035679;CENTRO SUL;VALENÇA;CE DOUTOR OSWALDO TERRA
33035962;CENTRO SUL;VALENÇA;CE PADRE SEBASTIAO DA SILVA PEREIRA
33036004;CENTRO SUL;VALENÇA;CE BARAO DE JUPARANA
33036071;CENTRO SUL;VALENÇA;CE ALFREDO GOMES
33036209;CENTRO SUL;VALENÇA;CE ARNOR SILVESTRE VIEIRA
33036519;CENTRO SUL;VALENÇA;CE DOUTOR GUILHERME MILWARD
33039569;CENTRO SUL;VASSOURAS;CE MINISTRO RAUL FERNANDES
33039585;CENTRO SUL;VASSOURAS;CE ANTÔNIO DE JESUS GOMES - BRASIL-MÉXICO
33039593;CENTRO SUL;VASSOURAS;CE CENTENARIO
33093601;CENTRO SUL;VASSOURAS;CIEP 297 PADRE SALESIO SCHIMID
33097224;CENTRO SUL;VASSOURAS;IE THIAGO COSTA
33131422;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;BELFORD ROXO;CE JORNALISTA BARBOSA LIMA SOBRINHO
33170223;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;CAMPOS DOS GOYTACAZES;CE RUI BARBOSA
33170231;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;CAMPOS DOS GOYTACAZES;CE THEODORO SAMPAIO
33166366;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;JAPERI;CE CARLOS PEREIRA GUIMARAES FILHO
33194670;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;JAPERI;CE LUIZ GAMA
33136670;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;NOVA FRIBURGO;CE GILDO CANDIDO DA SILVA
33063044;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE MARIO QUINTANA
33063060;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE RUBEM BRAGA
33066124;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE ANACLETO DE MEDEIROS
33079633;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE ANGENOR DE OLIVEIRA (CARTOLA)
33079838;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE HENRIQUE DE SOUZA FILHO - HENFIL
33079935;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE ROBERTO BURLE MARX
33111626;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE LUIZA MAHIN
33111707;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE CANDEIA
33124620;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE PADRE CARLOS LEONCIO DA SILVA
33136467;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE PROFESSOR CARLOS DA COSTA
33136491;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE PROFESSORA ALDA LINS FREIRE
33136521;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE PROFESSORA SONIA MARIA MENEZES SOARES
33146160;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE JOSE LEWGOY
33153060;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE EVANDRO JOAO DA SILVA
33170193;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE MARIO LAGO
33170215;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE MARIA MONTESSORI
33172358;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE MARINHEIRO JOAO CANDIDO
33228809;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE PRIMEIRO TENENTE PM HAILTON DOS SANTOS
33337217;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE PADRE BRUNO TROMBETTA
33340200;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE ESCRITOR E JORNALISTA GRACILIANO RAMOS
33201471;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;RIO DE JANEIRO;CE PROFESSORA KATIA BARGHIGIANI AFFONSO
33170240;DE UNIDADES ESCOLARES PRISIONAIS E SOCIOEDUCATIVAS;VOLTA REDONDA;CE IRMA TEREZINHA DE BARROS
33052433;METROPOLITANA I;JAPERI;CE ARMANDO DIAS - BRASIL-ARGENTINA
33052441;METROPOLITANA I;JAPERI;CE JOAO SANTOS SOUTO
33052492;METROPOLITANA I;JAPERI;CE ALMIRANTE TAMANDARÉ
33052514;METROPOLITANA I;JAPERI;CE BARÃO DO RIO BRANCO
33052530;METROPOLITANA I;JAPERI;CE ENGENHEIRO PEDREIRA
33100080;METROPOLITANA I;JAPERI;CIEP 207 GILSON AMADO
33100217;METROPOLITANA I;JAPERI;CIEP 402 APARICIO TORELLI
33101671;METROPOLITANA I;JAPERI;CIEP 206 PROFESSORA CYRENE MORAES COSTA
33046549;METROPOLITANA I;NOVA IGUAÇU;CIEP 351 MINISTRO SALGADO FILHO
33058180;METROPOLITANA I;NOVA IGUAÇU;CIEP 119 AUSTIN
33058199;METROPOLITANA I;NOVA IGUAÇU;CIEP 167 JARDIM PARAÍSO
33058202;METROPOLITANA I;NOVA IGUAÇU;CIEP 200 PROFESSOR TERLI FIORAVANTE DA ROCHA
33058210;METROPOLITANA I;NOVA IGUAÇU;CIEP 216 PREFEITO JUAREZ ANTUNES
33058237;METROPOLITANA I;NOVA IGUAÇU;CIEP 324 MAHATMA GANDHI
33058245;METROPOLITANA I;NOVA IGUAÇU;CIEP 334 MOACYR JOSE PEREIRA GERK
33058261;METROPOLITANA I;NOVA IGUAÇU;CIEP 356 AUGUSTO RUSCHI
33058270;METROPOLITANA I;NOVA IGUAÇU;CIEP 359 CHARLES PERRAULT
33058288;METROPOLITANA I;NOVA IGUAÇU;CIEP 365 ASA BRANCA
33058296;METROPOLITANA I;NOVA IGUAÇU;CIEP 387 HANS CRISTIAN ANDERSEN
33058300;METROPOLITANA I;NOVA IGUAÇU;CIEP 390 CHAO DE ESTRELAS
33058318;METROPOLITANA I;NOVA IGUAÇU;CIEP 394 VEREADOR CÂNDIDO AUGUSTO RIBEIRO NETO
33058326;METROPOLITANA I;NOVA IGUAÇU;CIEP 075 JARDIM CABUÇU
33058334;METROPOLITANA I;NOVA IGUAÇU;CIEP 166 ABILIO AUGUSTO TAVORA
33058342;METROPOLITANA I;NOVA IGUAÇU;CIEP 317 AURELIO BUARQUE DE HOLANDA
33058377;METROPOLITANA I;NOVA IGUAÇU;CIEP 117 CARLOS DRUMMOND DE ANDRADE BRASIL ESTADOS UNIDOS
33058393;METROPOLITANA I;NOVA IGUAÇU;CIEP 025 GETULIO SALES RODRIGUES
33058407;METROPOLITANA I;NOVA IGUAÇU;CIEP 395 LUIZ HENRIQUE REZENDE NOVAES
33058415;METROPOLITANA I;NOVA IGUAÇU;CIEP 188 MARIANO FLOR CAVALCANTE
33058440;METROPOLITANA I;NOVA IGUAÇU;CIEP 113 PROFESSOR WALDICK PEREIRA
33058458;METROPOLITANA I;NOVA IGUAÇU;CIEP 196 SÃO TEODORO
33058466;METROPOLITANA I;NOVA IGUAÇU;CIEP 026 SAO VICENTE DE PAULA - BRASIL-SUECIA
33058474;METROPOLITANA I;NOVA IGUAÇU;CIEP 134 VEREADOR JOSÉ LOPES DE ARAÚJO
33058571;METROPOLITANA I;NOVA IGUAÇU;CE ANTONIO DA SILVA
33058580;METROPOLITANA I;NOVA IGUAÇU;CE ARRUDA NEGREIROS
33058601;METROPOLITANA I;NOVA IGUAÇU;CE CALIFÓRNIA
33058610;METROPOLITANA I;NOVA IGUAÇU;CE DOM WALMOR
33058636;METROPOLITANA I;NOVA IGUAÇU;CE ENGENHEIRO AREA LEAO
33058652;METROPOLITANA I;NOVA IGUAÇU;CE FRANCISCO ASSUMPÇÃO
33058679;METROPOLITANA I;NOVA IGUAÇU;CE JARDIM ALVORADA
33058687;METROPOLITANA I;NOVA IGUAÇU;CE JOSÉ BONIFÁCIO
33058695;METROPOLITANA I;NOVA IGUAÇU;CE MILTON CAMPOS
33058709;METROPOLITANA I;NOVA IGUAÇU;CE ABDIAS NASCIMENTO
33058733;METROPOLITANA I;NOVA IGUAÇU;CE PROFESSORA EVANGELINA SOARES DE MOURA
33058741;METROPOLITANA I;NOVA IGUAÇU;CE PROFESSORA MARIA JOSÉ RAUNHEITTI DUCCINI
33058750;METROPOLITANA I;NOVA IGUAÇU;CE SÃO JUDAS TADEU
33058768;METROPOLITANA I;NOVA IGUAÇU;CE SARGENTO ANTÔNIO ERNESTO
33058776;METROPOLITANA I;NOVA IGUAÇU;CE VICENTINA GOULART
33058946;METROPOLITANA I;NOVA IGUAÇU;CE COMENDADOR SOARES
33059152;METROPOLITANA I;NOVA IGUAÇU;CE ALFREDO NEVES
33059209;METROPOLITANA I;NOVA IGUAÇU;CE BERNARDINO MELO JUNIOR
33059225;METROPOLITANA I;NOVA IGUAÇU;CE CAPITAO JOAQUIM QUARESMA DE OLIVEIRA - BRASIL-PERU
33059241;METROPOLITANA I;NOVA IGUAÇU;CE DOUTOR MÁRIO GUIMARÃES
33059284;METROPOLITANA I;NOVA IGUAÇU;CE LEOPOLDO MACHADO
33059306;METROPOLITANA I;NOVA IGUAÇU;EE MACHADO DE ASSIS
33059322;METROPOLITANA I;NOVA IGUAÇU;CE MARIA JUSTINIANO FERNANDES
33059330;METROPOLITANA I;NOVA IGUAÇU;EE MESTRE HIRAM
33059357;METROPOLITANA I;NOVA IGUAÇU;EE MONSENHOR JOÃO MUSH
